SnapshotMonth,ProductID,WarehouseID,OpeningStock,ReceivedQty,ShippedQty,ClosingStock,ReorderPoint,StockoutFlag,ExpiredQty
2024-06-01,P015,W004,494,117,250,361,357,0,26
2024-06-01,P015,W005,722,188,615,295,409,0,0
2024-06-01,P016,W001,467,567,785,249,496,1,0
2024-06-01,P016,W002,351,204,212,343,393,0,19
2024-06-01,P016,W003,384,275,274,385,375,0,0
2024-06-01,P016,W004,398,249,247,400,392,0,0
2024-06-01,P016,W005,421,175,258,338,455,0,0
2024-06-01,P017,W001,592,432,675,349,416,0,0
2024-06-01,P017,W002,284,400,260,424,346,0,45
2024-06-01,P017,W003,801,187,730,258,424,0,0
2024-06-01,P017,W004,507,235,357,385,389,0,0
2024-06-01,P017,W005,487,410,495,402,405,0,0
2024-06-01,P018,W001,712,548,492,768,489,0,0
2024-06-01,P018,W002,349,184,414,119,461,1,4
2024-06-01,P018,W003,675,402,586,491,430,0,0
2024-06-01,P018,W004,639,544,604,579,513,0,0
2024-06-01,P018,W005,476,225,448,253,422,0,9
2024-06-01,P019,W001,461,312,583,190,554,1,0
2024-06-01,P019,W002,663,148,627,184,418,1,14
2024-06-01,P019,W003,533,220,281,472,466,0,0
2024-06-01,P019,W004,470,246,470,246,506,1,0
2024-06-01,P019,W005,580,453,512,521,383,0,0
2024-06-01,P020,W001,651,113,275,489,408,0,0
2024-06-01,P020,W002,295,342,227,410,341,0,0
2024-06-01,P020,W003,539,597,796,340,498,0,0
2024-06-01,P020,W004,661,207,684,184,520,1,0
2024-06-01,P020,W005,450,511,668,293,432,0,0
2024-06-01,P021,W001,565,384,590,359,368,0,0
2024-06-01,P021,W002,390,250,322,318,376,0,0
2024-06-01,P021,W003,337,105,202,240,375,0,0
2024-06-01,P021,W004,723,246,549,420,553,0,21
2024-06-01,P021,W005,384,448,509,323,378,0,0
2024-06-01,P022,W001,960,506,1170,296,543,1,0
2024-06-01,P022,W002,666,540,639,567,468,0,0
2024-06-01,P022,W003,838,181,695,324,578,0,0
2024-06-01,P022,W004,582,554,748,388,541,0,0
2024-06-01,P022,W005,493,227,360,360,466,0,0
2024-06-01,P023,W001,631,125,290,466,451,0,0
2024-06-01,P023,W002,517,193,540,170,486,1,0
2024-06-01,P023,W003,813,440,653,600,611,0,0
2024-06-01,P023,W004,806,455,738,523,456,0,0
2024-06-01,P023,W005,658,462,794,326,512,0,0
2024-06-01,P024,W001,642,256,710,188,422,1,0
2024-06-01,P024,W002,840,563,770,633,584,0,0
2024-06-01,P024,W003,627,246,323,550,427,0,0
2024-06-01,P024,W004,551,116,483,184,423,1,0
2024-06-01,P024,W005,372,333,482,223,470,1,0
2024-06-01,P025,W001,783,306,816,273,605,1,0
2024-06-01,P025,W002,400,257,298,359,401,0,0
2024-06-01,P025,W003,745,377,459,663,467,0,0
2024-06-01,P025,W004,457,619,553,523,568,0,0
2024-06-01,P025,W005,432,273,461,244,474,1,0
2024-06-01,P026,W001,895,508,623,780,576,0,0
2024-06-01,P026,W002,579,265,568,276,422,0,0
2024-06-01,P026,W003,938,603,1031,510,520,0,0
2024-06-01,P026,W004,878,371,735,514,499,0,0
2024-06-01,P026,W005,763,170,469,464,480,0,0
2024-06-01,P027,W001,918,198,611,505,607,0,0
2024-06-01,P027,W002,748,286,382,652,535,0,0
2024-06-01,P027,W003,823,215,485,553,452,0,0
2024-06-01,P027,W004,617,605,607,615,556,0,0
2024-06-01,P027,W005,478,633,503,608,570,0,0
2024-06-01,P028,W001,649,232,362,519,542,0,0
2024-06-01,P028,W002,1135,459,837,757,625,0,0
2024-06-01,P028,W003,427,203,501,129,547,1,0
2024-06-01,P028,W004,675,438,831,282,556,1,0
2024-06-01,P028,W005,850,603,1107,346,621,0,0
2024-06-01,P029,W001,736,404,704,436,540,0,0
2024-06-01,P029,W002,879,720,1115,484,605,0,0
2024-06-01,P029,W003,498,190,353,335,412,0,0
2024-06-01,P029,W004,394,478,464,408,518,0,0
2024-06-01,P029,W005,1164,260,731,693,617,0,0
2024-06-01,P030,W001,425,261,315,371,536,0,0
2024-06-01,P030,W002,545,328,546,327,634,1,0
2024-06-01,P030,W003,410,410,365,455,576,0,0
2024-06-01,P030,W004,596,331,543,384,418,0,0
2024-06-01,P030,W005,630,449,386,693,500,0,0
2024-06-01,P031,W001,484,150,337,297,323,0,0
2024-06-01,P031,W002,270,132,218,184,307,0,0
2024-06-01,P031,W003,373,253,322,304,295,0,0
2024-06-01,P031,W004,365,294,282,377,312,0,0
2024-06-01,P031,W005,361,105,338,128,337,1,0
2024-06-01,P032,W001,648,351,451,548,380,0,0
2024-06-01,P032,W002,453,96,386,163,359,1,0
2024-06-01,P032,W003,383,267,320,330,289,0,0
2024-06-01,P032,W004,406,337,373,370,351,0,0
2024-06-01,P032,W005,340,200,293,247,349,0,0
2024-06-01,P033,W001,339,249,209,379,258,0,0
2024-06-01,P033,W002,520,70,440,150,278,1,0
2024-06-01,P033,W003,568,352,464,456,377,0,0
2024-06-01,P033,W004,413,132,207,338,346,0,0
2024-06-01,P033,W005,528,342,662,208,293,0,0
2024-06-01,P034,W001,286,400,402,284,353,0,0
2024-06-01,P034,W002,322,207,386,143,252,0,0
2024-06-01,P034,W003,319,168,222,265,273,0,0
2024-06-01,P034,W004,628,185,351,462,344,0,0
2024-06-01,P034,W005,249,161,307,103,251,1,0
2024-06-01,P035,W001,344,86,191,239,333,0,0
2024-06-01,P035,W002,500,325,547,278,349,0,0
2024-06-01,P035,W003,633,93,330,396,336,0,0
2024-06-01,P035,W004,330,268,396,202,297,0,0
2024-06-01,P035,W005,241,237,333,145,257,0,0
2024-06-01,P036,W001,397,300,352,345,260,0,0
2024-06-01,P036,W002,255,265,193,327,312,0,0
2024-06-01,P036,W003,603,179,409,373,368,0,0
2024-06-01,P036,W004,437,218,249,406,320,0,0
2024-06-01,P036,W005,572,198,372,398,352,0,0
2024-06-01,P037,W001,221,161,146,236,211,0,0
2024-06-01,P037,W002,292,150,260,182,206,0,0
2024-06-01,P037,W003,386,69,185,270,216,0,0
2024-06-01,P037,W004,208,138,161,185,174,0,0
2024-06-01,P037,W005,191,109,153,147,171,0,0
2024-06-01,P038,W001,414,205,450,169,224,0,0
2024-06-01,P038,W002,312,183,338,157,210,0,0
2024-06-01,P038,W003,367,241,373,235,208,0,0
2024-06-01,P038,W004,258,67,243,82,158,1,0
2024-06-01,P038,W005,217,141,261,97,201,1,0
2024-06-01,P039,W001,266,80,209,137,170,0,0
2024-06-01,P039,W002,182,163,275,70,165,1,0
2024-06-01,P039,W003,277,66,179,164,198,0,0
2024-06-01,P039,W004,210,73,224,59,171,1,0
2024-06-01,P039,W005,306,188,395,99,193,1,0
2024-06-01,P040,W001,235,53,116,172,203,0,0
2024-06-01,P040,W002,207,39,130,116,142,0,0
2024-06-01,P040,W003,160,46,123,83,164,1,0
2024-06-01,P040,W004,274,56,137,193,224,0,0
2024-06-01,P040,W005,391,200,359,232,216,0,0
2024-06-01,P041,W001,194,212,252,154,219,0,0
2024-06-01,P041,W002,256,96,150,202,211,0,16
2024-06-01,P041,W003,252,112,296,68,155,1,0
2024-06-01,P041,W004,120,147,166,101,172,0,0
2024-06-01,P041,W005,247,92,246,93,166,0,0
2024-06-01,P042,W001,296,150,163,283,211,0,0
2024-06-01,P042,W002,195,100,157,138,208,0,0
2024-06-01,P042,W003,247,161,194,214,135,0,0
2024-06-01,P042,W004,246,176,195,227,184,0,0
2024-06-01,P042,W005,266,146,247,165,202,0,4
2024-07-01,P001,W001,1127,1620,1995,752,1386,1,0
2024-07-01,P001,W002,2738,578,1584,1732,1557,0,0
2024-07-01,P001,W003,2117,478,948,1647,1616,0,0
2024-07-01,P001,W004,1127,389,595,921,1480,0,0
2024-07-01,P001,W005,1230,798,1460,568,1453,1,0
2024-07-01,P002,W001,1314,503,1418,399,1837,1,0
2024-07-01,P002,W002,3268,1984,2950,2302,1758,0,0
2024-07-01,P002,W003,2985,808,2113,1680,1635,0,0
2024-07-01,P002,W004,1789,994,1623,1160,1829,0,0
2024-07-01,P002,W005,1669,1120,2051,738,1412,1,0
2024-07-01,P003,W001,1278,1425,1078,1625,1730,0,0
2024-07-01,P003,W002,1739,1494,1705,1528,1301,0,0
2024-07-01,P003,W003,1221,448,1336,333,1269,1,0
2024-07-01,P003,W004,1274,1314,1681,907,1498,0,0
2024-07-01,P003,W005,2707,1030,1426,2311,1745,0,0
2024-07-01,P004,W001,2291,1122,1509,1904,1285,0,0
2024-07-01,P004,W002,1591,1441,1884,1148,1501,0,0
2024-07-01,P004,W003,1879,418,999,1298,1349,0,0
2024-07-01,P004,W004,2417,1590,2512,1495,1672,0,0
2024-07-01,P004,W005,1757,1774,1645,1886,1805,0,0
2024-07-01,P005,W001,2046,1071,1776,1341,1654,0,0
2024-07-01,P005,W002,1416,1621,2249,788,1905,1,0
2024-07-01,P005,W003,2518,2163,3610,1071,1896,0,0
2024-07-01,P005,W004,3356,1877,3876,1357,1893,0,0
2024-07-01,P005,W005,1172,1020,1770,422,1228,1,0
2024-07-01,P006,W001,2225,867,2054,1038,1660,0,0
2024-07-01,P006,W002,1264,601,825,1040,1743,0,0
2024-07-01,P006,W003,2152,1112,1456,1808,1408,0,0
2024-07-01,P006,W004,2615,1161,1336,2440,1720,0,0
2024-07-01,P006,W005,1767,1120,2201,686,1526,1,0
2024-07-01,P007,W001,1785,867,1027,1625,1597,0,0
2024-07-01,P007,W002,1429,1527,1181,1775,1478,0,0
2024-07-01,P007,W003,2455,568,1679,1344,1873,0,0
2024-07-01,P007,W004,2699,1133,2409,1423,1578,0,0
2024-07-01,P007,W005,3300,2058,3282,2076,2014,0,0
2024-07-01,P008,W001,2756,1843,1737,2862,1706,0,0
2024-07-01,P008,W002,2499,1597,2048,2048,1341,0,0
2024-07-01,P008,W003,1161,1142,1620,683,1569,1,0
2024-07-01,P008,W004,2068,358,1325,1101,1365,0,0
2024-07-01,P008,W005,1956,1076,1908,1124,1521,0,0
2024-07-01,P009,W001,1769,1418,2107,1080,1736,0,0
2024-07-01,P009,W002,1475,1305,1581,1199,1356,0,0
2024-07-01,P009,W003,1622,1090,1477,1235,1368,0,0
2024-07-01,P009,W004,3047,673,2604,1116,1982,0,0
2024-07-01,P009,W005,1828,1437,1688,1577,1471,0,0
2024-07-01,P010,W001,3355,956,3151,1160,1797,0,0
2024-07-01,P010,W002,2518,2228,2381,2365,1882,0,0
2024-07-01,P010,W003,2671,2069,2936,1804,1798,0,0
2024-07-01,P010,W004,1047,933,1575,405,1254,1,0
2024-07-01,P010,W005,1508,653,1503,658,1832,1,0
2024-07-01,P011,W001,1599,752,1778,573,1600,1,0
2024-07-01,P011,W002,1596,666,1238,1024,1275,0,0
2024-07-01,P011,W003,2985,620,1962,1643,2019,0,0
2024-07-01,P011,W004,3617,495,2615,1497,1916,0,0
2024-07-01,P011,W005,2180,1643,2882,941,1378,0,0
2024-07-01,P012,W001,1702,1279,1292,1689,1395,0,0
2024-07-01,P012,W002,2106,1055,1475,1686,1607,0,0
2024-07-01,P012,W003,2746,1901,2449,2198,1721,0,0
2024-07-01,P012,W004,3056,1751,2988,1819,1772,0,0
2024-07-01,P012,W005,2045,1541,1488,2098,1412,0,0
2024-07-01,P013,W001,633,291,460,464,510,0,0
2024-07-01,P013,W002,522,311,664,169,413,1,5
2024-07-01,P013,W003,775,203,418,560,459,0,0
2024-07-01,P013,W004,855,189,408,636,489,0,43
2024-07-01,P013,W005,794,453,839,408,488,0,0
2024-07-01,P014,W001,769,489,588,670,422,0,0
2024-07-01,P014,W002,954,620,1018,556,518,0,47
2024-07-01,P014,W003,785,288,757,316,415,0,0
2024-07-01,P014,W004,589,168,617,140,493,1,3
2024-07-01,P014,W005,433,376,389,420,474,0,0
2024-07-01,P015,W001,452,578,468,562,497,0,0
2024-07-01,P015,W002,859,482,1008,333,494,0,12
2024-07-01,P015,W003,813,158,568,403,467,0,0
2024-07-01,P015,W004,326,320,275,371,420,0,0
2024-07-01,P015,W005,823,217,491,549,456,0,59
2024-07-01,P016,W001,402,183,456,129,415,1,0
2024-07-01,P016,W002,403,383,596,190,434,1,22
2024-07-01,P016,W003,750,538,668,620,467,0,62
2024-07-01,P016,W004,700,392,429,663,450,0,60
2024-07-01,P016,W005,558,173,441,290,420,0,0
2024-07-01,P017,W001,428,344,378,394,408,0,0
2024-07-01,P017,W002,652,530,712,470,491,0,34
2024-07-01,P017,W003,714,220,589,345,528,0,0
2024-07-01,P017,W004,506,434,423,517,402,0,27
2024-07-01,P017,W005,675,207,326,556,392,0,0
2024-07-01,P018,W001,937,198,807,328,504,0,0
2024-07-01,P018,W002,679,209,331,557,384,0,0
2024-07-01,P018,W003,707,290,616,381,401,0,0
2024-07-01,P018,W004,823,213,680,356,434,0,0
2024-07-01,P018,W005,415,642,400,657,561,0,0
2024-07-01,P019,W001,428,351,430,349,359,0,0
2024-07-01,P019,W002,737,330,533,534,555,0,49
2024-07-01,P019,W003,501,381,692,190,457,1,0
2024-07-01,P019,W004,658,216,619,255,371,0,2
2024-07-01,P019,W005,493,115,421,187,407,1,0
2024-07-01,P020,W001,801,505,569,737,505,0,0
2024-07-01,P020,W002,406,90,197,299,338,0,0
2024-07-01,P020,W003,456,504,617,343,486,0,0
2024-07-01,P020,W004,882,188,531,539,499,0,6
2024-07-01,P020,W005,546,325,435,436,424,0,0
2024-07-01,P021,W001,938,213,444,707,546,0,0
2024-07-01,P021,W002,957,272,948,281,534,1,0
2024-07-01,P021,W003,519,445,721,243,466,1,4
2024-07-01,P021,W004,637,317,672,282,352,0,0
2024-07-01,P021,W005,380,369,271,478,421,0,0
2024-07-01,P022,W001,464,412,489,387,631,0,0
2024-07-01,P022,W002,504,515,671,348,455,0,0
2024-07-01,P022,W003,768,192,541,419,591,0,0
2024-07-01,P022,W004,662,556,464,754,587,0,0
2024-07-01,P022,W005,889,415,558,746,536,0,0
2024-07-01,P023,W001,815,233,771,277,585,1,0
2024-07-01,P023,W002,806,481,494,793,436,0,0
2024-07-01,P023,W003,544,435,738,241,594,1,0
2024-07-01,P023,W004,490,595,824,261,566,1,0
2024-07-01,P023,W005,449,545,542,452,532,0,0
2024-07-01,P024,W001,551,146,351,346,501,0,0
2024-07-01,P024,W002,639,479,462,656,404,0,0
2024-07-01,P024,W003,829,274,697,406,584,0,0
2024-07-01,P024,W004,450,527,686,291,452,0,0
2024-07-01,P024,W005,769,198,452,515,484,0,0
2024-07-01,P025,W001,434,579,621,392,493,0,0
2024-07-01,P025,W002,540,153,539,154,521,1,0
2024-07-01,P025,W003,1185,666,1067,784,636,0,0
2024-07-01,P025,W004,496,401,563,334,492,0,0
2024-07-01,P025,W005,678,416,762,332,430,0,0
2024-07-01,P026,W001,382,108,266,224,394,0,0
2024-07-01,P026,W002,371,355,477,249,456,1,0
2024-07-01,P026,W003,852,178,515,515,605,0,0
2024-07-01,P026,W004,738,381,534,585,395,0,0
2024-07-01,P026,W005,973,495,744,724,564,0,0
2024-07-01,P027,W001,427,309,572,164,397,1,0
2024-07-01,P027,W002,462,156,231,387,511,0,0
2024-07-01,P027,W003,458,361,375,444,455,0,0
2024-07-01,P027,W004,327,153,379,101,417,1,0
2024-07-01,P027,W005,435,269,331,373,612,0,0
2024-07-01,P028,W001,745,358,529,574,492,0,0
2024-07-01,P028,W002,747,566,759,554,636,0,0
2024-07-01,P028,W003,467,228,366,329,444,0,0
2024-07-01,P028,W004,344,184,282,246,488,1,0
2024-07-01,P028,W005,938,612,1121,429,579,0,0
2024-07-01,P029,W001,401,357,458,300,458,0,0
2024-07-01,P029,W002,580,198,506,272,440,0,0
2024-07-01,P029,W003,833,482,879,436,482,0,0
2024-07-01,P029,W004,562,293,532,323,542,0,0
2024-07-01,P029,W005,496,157,350,303,591,1,0
2024-07-01,P030,W001,646,694,704,636,591,0,0
2024-07-01,P030,W002,692,445,904,233,569,1,0
2024-07-01,P030,W003,607,603,666,544,633,0,0
2024-07-01,P030,W004,655,339,417,577,494,0,0
2024-07-01,P030,W005,826,294,520,600,606,0,0
2024-07-01,P031,W001,307,249,424,132,301,1,0
2024-07-01,P031,W002,517,147,297,367,322,0,0
2024-07-01,P031,W003,635,162,416,381,339,0,0
2024-07-01,P031,W004,629,224,507,346,358,0,0
2024-07-01,P031,W005,362,137,363,136,325,1,0
2024-07-01,P032,W001,654,196,643,207,373,0,0
2024-07-01,P032,W002,255,258,297,216,254,0,0
2024-07-01,P032,W003,442,199,443,198,355,0,0
2024-07-01,P032,W004,474,184,373,285,272,0,0
2024-07-01,P032,W005,399,237,394,242,284,0,0
2024-07-01,P033,W001,410,251,344,317,306,0,0
2024-07-01,P033,W002,685,208,513,380,366,0,0
2024-07-01,P033,W003,446,105,433,118,312,1,0
2024-07-01,P033,W004,563,168,373,358,346,0,0
2024-07-01,P033,W005,483,207,516,174,272,0,0
2024-07-01,P034,W001,599,246,591,254,332,0,0
2024-07-01,P034,W002,237,254,394,97,286,1,0
2024-07-01,P034,W003,420,149,256,313,290,0,0
2024-07-01,P034,W004,490,127,246,371,315,0,0
2024-07-01,P034,W005,520,255,512,263,349,0,0
2024-07-01,P035,W001,556,240,623,173,368,1,0
2024-07-01,P035,W002,388,244,274,358,334,0,0
2024-07-01,P035,W003,326,96,154,268,305,0,0
2024-07-01,P035,W004,358,390,584,164,326,1,0
2024-07-01,P035,W005,558,108,278,388,307,0,0
2024-07-01,P036,W001,371,117,361,127,292,1,0
2024-07-01,P036,W002,286,321,452,155,328,1,0
2024-07-01,P036,W003,342,208,358,192,266,0,0
2024-07-01,P036,W004,370,281,306,345,325,0,0
2024-07-01,P036,W005,548,330,474,404,392,0,0
2024-07-01,P037,W001,201,179,195,185,192,0,0
2024-07-01,P037,W002,358,88,305,141,205,0,13
2024-07-01,P037,W003,273,68,204,137,154,0,0
2024-07-01,P037,W004,221,122,139,204,171,0,0
2024-07-01,P037,W005,211,194,303,102,210,1,0
2024-07-01,P038,W001,114,155,128,141,162,0,0
2024-07-01,P038,W002,126,80,155,51,168,1,4
2024-07-01,P038,W003,265,109,305,69,163,1,0
2024-07-01,P038,W004,248,75,224,99,187,1,0
2024-07-01,P038,W005,343,116,258,201,215,0,7
2024-07-01,P039,W001,347,178,366,159,224,0,16
2024-07-01,P039,W002,249,162,236,175,145,0,9
2024-07-01,P039,W003,334,227,313,248,191,0,0
2024-07-01,P039,W004,306,188,335,159,180,0,0
2024-07-01,P039,W005,220,196,323,93,222,1,0
2024-07-01,P040,W001,228,246,331,143,210,0,11
2024-07-01,P040,W002,311,170,280,201,188,0,9
2024-07-01,P040,W003,139,169,176,132,199,0,0
2024-07-01,P040,W004,199,230,181,248,198,0,0
2024-07-01,P040,W005,155,75,177,53,206,1,0
2024-07-01,P041,W001,219,99,183,135,170,0,0
2024-07-01,P041,W002,328,189,320,197,174,0,0
2024-07-01,P041,W003,161,129,202,88,196,1,0
2024-07-01,P041,W004,283,90,305,68,171,1,0
2024-07-01,P041,W005,265,50,153,162,186,0,0
2024-07-01,P042,W001,245,178,239,184,191,0,19
2024-07-01,P042,W002,258,81,174,165,211,0,0
2024-07-01,P042,W003,207,168,232,143,141,0,0
2024-07-01,P042,W004,195,176,151,220,162,0,0
2024-07-01,P042,W005,242,145,297,90,209,1,7
2024-08-01,P001,W001,2161,477,1783,855,1767,1,0
2024-08-01,P001,W002,2020,1194,1174,2040,1302,0,0
2024-08-01,P001,W003,2194,583,1307,1470,1873,0,0
2024-08-01,P001,W004,3111,1244,1715,2640,1783,0,0
2024-08-01,P001,W005,2186,1176,2465,897,1324,0,0
2024-08-01,P002,W001,2078,1188,2632,634,1791,1,0
2024-08-01,P002,W002,1020,683,1104,599,1447,1,0
2024-08-01,P002,W003,2090,1250,2254,1086,1439,0,0
2024-08-01,P002,W004,2133,712,1294,1551,1548,0,0
2024-08-01,P002,W005,2508,1292,2961,839,1349,0,0
2024-08-01,P003,W001,2385,951,2562,774,1592,1,0
2024-08-01,P003,W002,2621,395,1527,1489,1409,0,0
2024-08-01,P003,W003,1171,850,1473,548,1396,1,0
2024-08-01,P003,W004,3070,2132,3190,2012,1909,0,0
2024-08-01,P003,W005,1598,878,1342,1134,1455,0,0
2024-08-01,P004,W001,1082,383,1018,447,1470,1,0
2024-08-01,P004,W002,3294,452,3008,738,1754,1,0
2024-08-01,P004,W003,2461,381,1526,1316,1341,0,0
2024-08-01,P004,W004,2675,847,1442,2080,1614,0,0
2024-08-01,P004,W005,2483,1105,2667,921,1369,0,0
2024-08-01,P005,W001,2708,1323,1739,2292,1998,0,0
2024-08-01,P005,W002,2707,1610,3284,1033,1971,1,0
2024-08-01,P005,W003,1720,400,1387,733,1414,1,0
2024-08-01,P005,W004,1656,888,1467,1077,1486,0,0
2024-08-01,P005,W005,2572,1771,2938,1405,1831,0,0
2024-08-01,P006,W001,2624,665,2507,782,1509,1,0
2024-08-01,P006,W002,1560,444,1623,381,1417,1,0
2024-08-01,P006,W003,1484,1546,1418,1612,1583,0,0
2024-08-01,P006,W004,2562,515,1172,1905,1918,0,0
2024-08-01,P006,W005,2438,810,1438,1810,2019,0,0
2024-08-01,P007,W001,2314,897,2154,1057,1432,0,0
2024-08-01,P007,W002,1121,1168,1786,503,1277,1,0
2024-08-01,P007,W003,1834,1878,1521,2191,1838,0,0
2024-08-01,P007,W004,1785,1910,2074,1621,1761,0,0
2024-08-01,P007,W005,2381,2143,1588,2936,1815,0,0
2024-08-01,P008,W001,2191,586,1912,865,1433,0,0
2024-08-01,P008,W002,1744,647,1707,684,1273,1,0
2024-08-01,P008,W003,2923,1457,2039,2341,1665,0,0
2024-08-01,P008,W004,3376,1425,3404,1397,1837,0,0
2024-08-01,P008,W005,3012,1812,1959,2865,1915,0,0
2024-08-01,P009,W001,1565,469,1432,602,1324,1,0
2024-08-01,P009,W002,1208,448,1242,414,1702,1,0
2024-08-01,P009,W003,1994,1200,2427,767,1477,1,0
2024-08-01,P009,W004,2201,1763,1465,2499,1482,0,0
2024-08-01,P009,W005,943,598,1055,486,1312,1,0
2024-08-01,P010,W001,2337,957,2300,994,1235,0,0
2024-08-01,P010,W002,3148,1016,3377,787,1777,1,0
2024-08-01,P010,W003,1986,1538,2427,1097,1790,0,0
2024-08-01,P010,W004,2921,1418,1596,2743,1747,0,0
2024-08-01,P010,W005,1127,646,677,1096,1364,0,0
2024-08-01,P011,W001,1853,832,967,1718,1547,0,0
2024-08-01,P011,W002,1940,534,1977,497,1326,1,0
2024-08-01,P011,W003,1763,979,1503,1239,1450,0,0
2024-08-01,P011,W004,1860,557,1624,793,1424,0,0
2024-08-01,P011,W005,2488,1931,2370,2049,1804,0,0
2024-08-01,P012,W001,1676,1367,1954,1089,1343,0,0
2024-08-01,P012,W002,3086,941,3115,912,1882,1,0
2024-08-01,P012,W003,2554,1899,2372,2081,1801,0,0
2024-08-01,P012,W004,1680,922,1007,1595,1913,0,0
2024-08-01,P012,W005,3025,1140,3353,812,1898,1,0
2024-08-01,P013,W001,649,449,775,323,417,0,0
2024-08-01,P013,W002,774,329,436,667,447,0,78
2024-08-01,P013,W003,820,256,845,231,477,1,0
2024-08-01,P013,W004,531,175,336,370,507,0,19
2024-08-01,P013,W005,826,419,624,621,534,0,0
2024-08-01,P014,W001,312,170,275,207,366,0,8
2024-08-01,P014,W002,941,561,797,705,501,0,21
2024-08-01,P014,W003,345,385,380,350,359,0,0
2024-08-01,P014,W004,659,283,505,437,512,0,0
2024-08-01,P014,W005,369,247,382,234,340,0,0
2024-08-01,P015,W001,732,332,689,375,554,0,0
2024-08-01,P015,W002,794,368,696,466,526,0,0
2024-08-01,P015,W003,464,225,381,308,546,0,0
2024-08-01,P015,W004,395,254,506,143,423,1,0
2024-08-01,P015,W005,461,333,329,465,369,0,0
2024-08-01,P016,W001,650,271,422,499,390,0,0
2024-08-01,P016,W002,656,377,726,307,457,0,0
2024-08-01,P016,W003,779,430,889,320,413,0,0
2024-08-01,P016,W004,614,342,703,253,344,0,0
2024-08-01,P016,W005,388,574,561,401,538,0,0
2024-08-01,P017,W001,293,182,359,116,343,1,10
2024-08-01,P017,W002,673,244,417,500,486,0,0
2024-08-01,P017,W003,313,418,476,255,385,0,0
2024-08-01,P017,W004,351,217,452,116,477,1,0
2024-08-01,P017,W005,487,381,609,259,365,0,0
2024-08-01,P018,W001,776,579,743,612,530,0,0
2024-08-01,P018,W002,638,436,444,630,505,0,70
2024-08-01,P018,W003,620,188,492,316,355,0,0
2024-08-01,P018,W004,495,306,428,373,393,0,0
2024-08-01,P018,W005,595,446,748,293,482,0,0
2024-08-01,P019,W001,446,547,782,211,482,1,9
2024-08-01,P019,W002,859,175,490,544,470,0,0
2024-08-01,P019,W003,647,499,646,500,509,0,0
2024-08-01,P019,W004,483,177,264,396,437,0,0
2024-08-01,P019,W005,506,154,521,139,455,1,0
2024-08-01,P020,W001,770,189,506,453,407,0,0
2024-08-01,P020,W002,550,457,583,424,468,0,0
2024-08-01,P020,W003,485,530,716,299,533,0,0
2024-08-01,P020,W004,440,362,541,261,401,0,0
2024-08-01,P020,W005,528,336,543,321,463,0,0
2024-08-01,P021,W001,779,354,903,230,444,1,0
2024-08-01,P021,W002,448,281,299,430,491,0,0
2024-08-01,P021,W003,693,204,485,412,371,0,0
2024-08-01,P021,W004,767,348,888,227,497,1,0
2024-08-01,P021,W005,823,418,896,345,559,0,0
2024-08-01,P022,W001,776,389,800,365,588,0,0
2024-08-01,P022,W002,463,270,454,279,584,1,0
2024-08-01,P022,W003,576,470,846,200,550,1,0
2024-08-01,P022,W004,837,168,688,317,542,0,0
2024-08-01,P022,W005,584,223,522,285,477,0,0
2024-08-01,P023,W001,486,535,578,443,639,0,0
2024-08-01,P023,W002,717,197,609,305,518,0,0
2024-08-01,P023,W003,853,317,866,304,521,0,0
2024-08-01,P023,W004,861,533,1063,331,465,0,0
2024-08-01,P023,W005,783,522,796,509,566,0,0
2024-08-01,P024,W001,926,556,532,950,554,0,0
2024-08-01,P024,W002,785,145,338,592,533,0,0
2024-08-01,P024,W003,532,598,750,380,583,0,0
2024-08-01,P024,W004,638,301,470,469,544,0,0
2024-08-01,P024,W005,525,232,472,285,474,0,0
2024-08-01,P025,W001,440,535,545,430,586,0,0
2024-08-01,P025,W002,909,660,559,1010,554,0,0
2024-08-01,P025,W003,366,261,496,131,522,1,0
2024-08-01,P025,W004,669,221,377,513,523,0,0
2024-08-01,P025,W005,752,480,600,632,435,0,0
2024-08-01,P026,W001,984,746,949,781,643,0,0
2024-08-01,P026,W002,488,304,469,323,572,0,0
2024-08-01,P026,W003,1124,353,833,644,611,0,0
2024-08-01,P026,W004,480,306,341,445,542,0,0
2024-08-01,P026,W005,799,198,790,207,446,1,0
2024-08-01,P027,W001,870,327,798,399,475,0,0
2024-08-01,P027,W002,734,255,765,224,566,1,0
2024-08-01,P027,W003,508,599,787,320,594,1,0
2024-08-01,P027,W004,675,156,550,281,528,1,0
2024-08-01,P027,W005,607,317,583,341,392,0,0
2024-08-01,P028,W001,576,320,578,318,456,0,0
2024-08-01,P028,W002,521,417,749,189,568,1,0
2024-08-01,P028,W003,908,592,945,555,497,0,0
2024-08-01,P028,W004,523,321,647,197,515,1,0
2024-08-01,P028,W005,917,465,917,465,644,0,0
2024-08-01,P029,W001,847,565,991,421,513,0,0
2024-08-01,P029,W002,814,209,727,296,509,0,0
2024-08-01,P029,W003,585,423,468,540,485,0,0
2024-08-01,P029,W004,492,256,527,221,647,1,0
2024-08-01,P029,W005,924,549,772,701,490,0,0
2024-08-01,P030,W001,484,322,557,249,427,0,0
2024-08-01,P030,W002,799,344,405,738,621,0,0
2024-08-01,P030,W003,1034,615,1089,560,642,0,0
2024-08-01,P030,W004,663,378,509,532,435,0,0
