OrderID,OrderDate,RequiredDate,ShipDate,ProductID,CustomerID,Channel,SupplierID,WarehouseID,OrderQty,UnitPrice,DiscountPct,Revenue,UnitCost,COGS,GrossProfit,OTIF_Flag,LateDays,StockoutFlag,ReturnQty,WasteQty,QualityIssueFlag,PromoFlag
O00574,2025-10-18,2025-10-20,2025-10-20,P038,C005,Distributor,S006,W001,141,1.43,0.03,195.58,0.91,128.31,67.27,1,0,0,0,0,0,0
O00575,2025-10-12,2025-10-24,2025-10-24,P024,C008,E-commerce,S008,W005,139,2.64,0.04,352.28,1.6,222.4,129.88,1,0,1,0,0,0,0
O00576,2025-11-28,2025-12-10,2025-12-12,P010,C033,HoReCa,S008,W005,153,1.85,0.02,277.39,1.01,154.53,122.86,0,2,0,0,0,0,0
O00577,2024-03-23,2024-04-03,2024-04-03,P034,C025,Distributor,S005,W002,138,4.76,0.04,630.6,3.05,420.9,209.7,1,0,0,0,0,0,0
O00578,2024-04-01,2024-04-06,2024-04-06,P007,C074,Retail,S001,W005,183,2.1,0.06,361.24,1.23,225.09,136.15,1,0,0,0,0,1,0
O00579,2024-03-12,2024-03-24,2024-03-24,P027,C068,E-commerce,S008,W004,163,2.7,0.02,431.3,1.63,265.69,165.61,1,0,0,0,0,0,0
O00580,2024-07-24,2024-08-03,2024-08-03,P004,C025,HoReCa,S007,W002,321,1.6,0.04,493.06,1.02,327.42,165.64,1,0,0,0,0,0,0
O00581,2025-05-04,2025-05-15,2025-05-16,P032,C013,Retail,S005,W001,213,4.97,0.04,1016.27,3.3,702.9,313.37,0,1,1,0,0,0,0
O00582,2025-05-12,2025-05-21,2025-05-21,P031,C044,Retail,S002,W003,117,3.43,0.05,381.24,2.08,243.36,137.88,1,0,0,0,0,0,0
O00583,2024-02-28,2024-03-06,2024-03-06,P023,C043,HoReCa,S004,W001,139,2,0.02,272.44,1.14,158.46,113.98,1,0,0,0,0,0,0
O00584,2025-04-07,2025-04-09,2025-04-09,P040,C061,Retail,S006,W004,59,1.32,0.05,73.99,0.86,50.74,23.25,1,0,0,0,0,0,0
O00585,2025-09-13,2025-09-24,2025-09-24,P032,C052,Retail,S005,W003,254,4.97,0.06,1186.64,3.3,838.2,348.44,1,0,0,0,0,0,0
O00586,2024-05-26,2024-06-06,2024-06-06,P034,C074,HoReCa,S005,W005,92,4.76,0.04,420.4,3.05,280.6,139.8,1,0,0,0,0,0,0
O00587,2025-05-08,2025-05-19,2025-05-22,P035,C031,Retail,S005,W001,267,3.56,0.06,893.49,2.53,675.51,217.98,0,3,0,0,0,0,0
O00588,2025-11-12,2025-11-21,2025-11-21,P031,C016,Retail,S002,W005,17,3.43,0.04,55.98,2.08,35.36,20.62,1,0,0,0,0,0,0
O00589,2025-01-25,2025-01-27,2025-01-27,P042,C072,Retail,S006,W002,155,1.93,0.06,281.2,1.27,196.85,84.35,1,0,0,0,0,0,0
O00590,2024-11-16,2024-11-28,2024-11-28,P025,C074,Retail,S008,W005,200,1.94,0.05,368.6,1.4,280,88.6,1,0,0,0,0,0,0
O00591,2025-06-16,2025-06-18,2025-06-18,P039,C014,HoReCa,S006,W005,110,1.67,0.02,180.03,0.89,97.9,82.13,1,0,0,0,0,0,0
O00592,2025-12-20,2025-12-30,2025-12-30,P003,C077,HoReCa,S007,W002,68,1.44,0.04,94,0.87,59.16,34.84,1,0,0,0,0,0,0
O00593,2024-03-01,2024-03-08,2024-03-08,P022,C020,Distributor,S004,W003,215,2.52,0.02,530.96,1.51,324.65,206.31,1,0,0,0,0,0,0
O00594,2024-06-12,2024-06-24,2024-06-24,P002,C044,HoReCa,S008,W002,217,1.5,0.02,318.99,0.81,175.77,143.22,1,0,0,0,0,0,0
O00595,2025-02-07,2025-02-19,2025-02-19,P007,C017,Distributor,S008,W002,254,2.1,0.04,512.06,1.23,312.42,199.64,1,0,0,0,0,0,0
O00596,2024-07-19,2024-07-21,2024-07-21,P042,C074,Retail,S006,W005,179,1.93,0.06,324.74,1.27,227.33,97.41,1,0,0,0,0,0,0
O00597,2024-02-23,2024-03-06,2024-03-06,P008,C066,HoReCa,S008,W005,188,2.17,0.02,399.8,1.17,219.96,179.84,1,0,0,0,0,0,0
O00598,2025-12-09,2025-12-19,2025-12-19,P006,C060,Retail,S007,W003,256,1.65,0.04,405.5,1.14,291.84,113.66,1,0,0,0,0,0,0
O00599,2025-08-23,2025-08-25,2025-08-25,P037,C062,E-commerce,S006,W004,25,2.04,0.03,49.47,1.4,35,14.47,1,0,0,0,0,0,0
O00600,2025-07-04,2025-07-16,2025-07-16,P012,C003,Distributor,S008,W002,81,1.97,0.02,156.38,1.3,105.3,51.08,1,0,0,0,0,0,0
O00601,2024-07-31,2024-08-05,2024-08-05,P008,C077,Retail,S001,W003,78,2.17,0.14,145.56,1.17,91.26,54.3,1,0,0,0,0,0,1
O00602,2024-05-07,2024-05-18,2024-05-18,P033,C039,HoReCa,S005,W002,191,4.43,0.02,829.21,2.4,458.4,370.81,1,0,0,0,0,0,0
O00603,2025-06-30,2025-07-12,2025-07-12,P029,C018,E-commerce,S008,W003,1,2.79,0.02,2.73,1.46,1.46,1.27,1,0,0,0,0,0,0
O00604,2024-08-08,2024-08-18,2024-08-18,P009,C028,Retail,S007,W005,205,2.27,0.13,404.85,1.45,297.25,107.6,1,0,0,0,0,0,1
O00605,2025-11-23,2025-11-30,2025-11-30,P028,C019,Retail,S004,W003,156,2.44,0.04,365.41,1.5,234,131.41,1,0,0,0,0,0,0
O00606,2024-06-06,2024-06-12,2024-06-12,P021,C056,Distributor,S003,W002,1,3.11,0.03,3.02,1.97,1.97,1.05,1,0,0,0,0,0,0
O00607,2025-01-06,2025-01-13,2025-01-13,P022,C035,Retail,S004,W001,120,2.52,0.04,290.3,1.51,181.2,109.1,1,0,0,0,0,0,0
O00608,2025-05-16,2025-05-28,2025-05-28,P007,C068,HoReCa,S008,W004,223,2.1,0.03,454.25,1.23,274.29,179.96,1,0,0,0,0,0,0
O00609,2024-12-19,2024-12-30,2024-12-30,P035,C052,Retail,S005,W002,144,3.56,0.04,492.13,2.53,364.32,127.81,1,0,0,0,0,0,0
O00610,2025-12-25,2025-12-30,2025-12-30,P016,C078,Retail,S001,W004,15,3.15,0.05,44.89,2.05,30.75,14.14,1,0,0,0,0,0,0
O00611,2024-08-22,2024-08-27,2024-08-27,P020,C012,E-commerce,S001,W002,226,1.85,0.1,376.29,1.08,244.08,132.21,1,0,0,0,0,0,1
O00612,2025-05-19,2025-05-31,2025-05-31,P001,C055,Distributor,S008,W003,36,2.04,0.03,71.24,1.07,38.52,32.72,1,0,0,0,0,0,0
O00613,2025-09-23,2025-09-28,2025-09-28,P013,C001,Retail,S001,W004,60,2.91,0.06,164.12,2.09,125.4,38.72,1,0,0,0,0,0,0
O00614,2025-06-20,2025-06-25,2025-06-25,P015,C023,Distributor,S001,W001,6,2.03,0.02,11.94,1.2,7.2,4.74,1,0,0,0,0,0,0
O00615,2024-09-12,2024-09-21,2024-09-21,P035,C016,HoReCa,S002,W005,21,3.56,0.03,72.52,2.53,53.13,19.39,1,0,0,0,0,0,0
O00616,2024-02-06,2024-02-13,2024-02-13,P030,C080,Retail,S004,W002,34,2.82,0.05,91.09,1.89,64.26,26.83,1,0,0,0,0,0,0
O00617,2024-01-10,2024-01-15,2024-01-17,P007,C056,Retail,S001,W002,135,2.1,0.05,269.32,1.23,166.05,103.27,0,2,0,0,0,0,0
O00618,2024-07-05,2024-07-14,2024-07-14,P035,C035,E-commerce,S002,W001,63,3.56,0.02,219.79,2.53,159.39,60.4,1,0,0,0,0,0,0
O00619,2024-07-13,2024-07-18,2024-07-18,P019,C006,HoReCa,S001,W004,165,2.27,0.03,363.31,1.53,252.45,110.86,1,0,0,0,0,0,0
O00620,2025-11-29,2025-12-11,2025-12-15,P009,C042,E-commerce,S008,W005,150,2.27,0.03,330.28,1.45,217.5,112.78,0,4,0,0,0,1,0
O00621,2025-12-01,2025-12-06,2025-12-06,P016,C007,Distributor,S001,W005,134,3.15,0.03,409.44,2.05,274.7,134.74,1,0,0,0,0,0,0
O00622,2024-10-14,2024-10-26,2024-10-26,P008,C034,Distributor,S008,W004,83,2.17,0.04,172.91,1.17,97.11,75.8,1,0,0,0,0,0,0
O00623,2025-08-28,2025-08-30,2025-08-30,P041,C030,Retail,S006,W001,32,1.71,0.04,52.53,1.1,35.2,17.33,1,0,0,0,0,0,0
O00624,2025-10-10,2025-10-15,2025-10-15,P015,C029,HoReCa,S001,W002,214,2.03,0.04,417.04,1.2,256.8,160.24,1,0,0,0,0,0,0
O00625,2024-09-09,2024-09-15,2024-09-15,P021,C007,Retail,S003,W005,114,3.11,0.05,336.81,1.97,224.58,112.23,1,0,0,0,0,0,0
O00626,2024-11-07,2024-11-12,2024-11-12,P008,C013,E-commerce,S001,W003,100,2.17,0.02,212.66,1.17,117,95.66,1,0,0,0,0,0,0
O00627,2025-01-15,2025-01-20,2025-01-20,P016,C036,Retail,S001,W001,196,3.15,0.04,592.7,2.05,401.8,190.9,1,0,0,0,0,0,0
O00628,2024-04-11,2024-04-21,2024-04-21,P005,C070,E-commerce,S007,W005,184,2.05,0.02,369.66,1.29,237.36,132.3,1,0,0,0,0,0,0
O00629,2025-07-27,2025-08-03,2025-08-03,P023,C047,Distributor,S004,W002,87,2,0.02,170.52,1.14,99.18,71.34,1,0,0,0,0,0,0
O00630,2024-03-03,2024-03-09,2024-03-09,P013,C051,Retail,S003,W005,75,2.91,0.05,207.34,2.09,156.75,50.59,1,0,0,0,0,1,0
O00631,2025-08-08,2025-08-14,2025-08-14,P014,C076,Distributor,S003,W003,89,1.95,0.04,166.61,1.12,99.68,66.93,1,0,0,0,0,0,0
O00632,2024-08-17,2024-08-29,2024-08-29,P003,C038,Retail,S008,W001,146,1.44,0.05,199.73,0.87,127.02,72.71,1,0,1,0,0,0,0
O00633,2024-04-28,2024-05-08,2024-05-08,P001,C045,Retail,S007,W005,120,2.04,0.05,232.56,1.07,128.4,104.16,1,0,0,0,0,1,0
O00634,2024-12-30,2025-01-04,2025-01-04,P015,C036,Distributor,S001,W001,75,2.03,0.04,146.16,1.2,90,56.16,1,0,0,0,0,0,0
O00635,2025-10-11,2025-10-13,2025-10-13,P039,C057,Retail,S006,W001,13,1.67,0.04,20.84,0.89,11.57,9.27,1,0,0,0,0,0,0
O00636,2025-05-22,2025-05-27,2025-05-27,P012,C059,Retail,S001,W001,115,1.97,0.06,212.96,1.3,149.5,63.46,1,0,0,0,0,0,0
O00637,2025-12-04,2025-12-06,2025-12-06,P039,C019,Retail,S006,W001,255,1.67,0.06,400.3,0.89,226.95,173.35,1,0,0,3,0,0,0
O00638,2024-01-14,2024-01-16,2024-01-20,P042,C017,Retail,S006,W001,64,1.93,0.06,116.11,1.27,81.28,34.83,0,4,0,0,0,0,0
O00639,2025-12-25,2026-01-04,2026-01-04,P006,C026,E-commerce,S007,W005,214,1.65,0.11,314.26,1.14,243.96,70.3,1,0,0,0,0,0,1
O00640,2024-02-15,2024-02-20,2024-02-20,P007,C070,HoReCa,S001,W005,79,2.1,0.02,162.58,1.23,97.17,65.41,1,0,0,0,0,0,0
O00641,2025-12-01,2025-12-08,2025-12-08,P025,C015,Distributor,S004,W005,208,1.94,0.1,363.17,1.4,291.2,71.97,1,0,0,0,0,0,1
O00642,2025-09-11,2025-09-23,2025-09-24,P010,C023,Retail,S008,W002,124,1.85,0.05,217.93,1.01,125.24,92.69,0,1,0,0,0,0,0
O00643,2025-05-26,2025-06-02,2025-06-02,P024,C034,Distributor,S004,W004,228,2.64,0.02,589.88,1.6,364.8,225.08,1,0,0,0,0,0,0
O00644,2025-08-14,2025-08-21,2025-08-21,P028,C036,Retail,S004,W001,126,2.44,0.13,267.47,1.5,189,78.47,1,0,0,0,0,0,1
O00645,2025-10-13,2025-10-20,2025-10-20,P022,C018,Retail,S004,W003,96,2.52,0.06,227.4,1.51,144.96,82.44,1,0,0,0,0,0,0
O00646,2025-12-11,2025-12-16,2025-12-16,P015,C012,Retail,S001,W001,119,2.03,0.04,231.91,1.2,142.8,89.11,1,0,0,0,0,0,0
O00647,2025-01-04,2025-01-09,2025-01-09,P009,C038,Distributor,S001,W002,24,2.27,0.02,53.39,1.45,34.8,18.59,1,0,0,0,0,0,0
O00648,2025-01-21,2025-01-26,2025-01-26,P002,C055,E-commerce,S001,W002,46,1.5,0.02,67.62,0.81,37.26,30.36,1,0,0,0,0,0,0
O00649,2024-09-07,2024-09-17,2024-09-17,P005,C002,Retail,S007,W003,174,2.05,0.06,335.3,1.29,224.46,110.84,1,0,0,0,0,0,0
O00650,2024-01-14,2024-01-20,2024-01-20,P019,C015,Distributor,S003,W005,217,2.27,0.1,443.33,1.53,332.01,111.32,1,0,1,0,0,0,1
O00651,2025-07-21,2025-07-27,2025-07-27,P017,C074,HoReCa,S003,W005,270,2.57,0.02,680.02,1.46,394.2,285.82,1,0,0,0,0,0,0
O00652,2025-07-26,2025-07-28,2025-07-28,P039,C060,E-commerce,S006,W002,318,1.67,0.03,515.13,0.89,283.02,232.11,1,0,0,0,0,0,0
O00653,2024-03-20,2024-03-27,2024-03-27,P024,C078,Retail,S004,W004,36,2.64,0.04,91.24,1.6,57.6,33.64,1,0,0,0,0,0,0
O00654,2024-10-02,2024-10-14,2024-10-14,P006,C073,Distributor,S008,W004,38,1.65,0.02,61.45,1.14,43.32,18.13,1,0,0,0,0,0,0
O00655,2024-07-18,2024-07-24,2024-07-24,P021,C051,E-commerce,S003,W005,106,3.11,0.02,323.07,1.97,208.82,114.25,1,0,0,4,0,0,0
O00656,2024-02-08,2024-02-13,2024-02-13,P019,C021,Retail,S001,W001,79,2.27,0.06,168.57,1.53,120.87,47.7,1,0,0,0,0,0,0
O00657,2025-05-28,2025-06-06,2025-06-07,P034,C078,E-commerce,S002,W004,27,4.76,0.03,124.66,3.05,82.35,42.31,0,1,0,0,0,0,0
O00658,2024-06-05,2024-06-07,2024-06-07,P037,C064,Retail,S006,W001,84,2.04,0.06,161.08,1.4,117.6,43.48,1,0,0,0,0,0,0
O00659,2024-06-22,2024-06-27,2024-06-27,P019,C021,HoReCa,S001,W001,73,2.27,0.03,160.74,1.53,111.69,49.05,1,0,0,0,0,0,0
O00660,2024-05-23,2024-05-28,2024-05-28,P008,C073,Retail,S001,W004,37,2.17,0.05,76.28,1.17,43.29,32.99,1,0,0,0,0,0,0
O00661,2024-11-17,2024-11-29,2024-11-29,P024,C011,HoReCa,S008,W003,40,2.64,0.04,101.38,1.6,64,37.38,1,0,1,0,0,0,0
O00662,2024-06-07,2024-06-17,2024-06-17,P007,C021,Distributor,S007,W003,199,2.1,0.11,371.93,1.23,244.77,127.16,1,0,0,0,0,0,1
O00663,2024-04-21,2024-05-01,2024-05-01,P006,C024,E-commerce,S007,W005,37,1.65,0.04,58.61,1.14,42.18,16.43,1,0,0,0,0,0,0
O00664,2024-06-08,2024-06-19,2024-06-19,P031,C019,Retail,S005,W003,183,3.43,0.14,539.81,2.08,380.64,159.17,1,0,0,0,0,0,1
O00665,2024-08-06,2024-08-16,2024-08-18,P004,C003,Retail,S007,W003,52,1.6,0.13,72.38,1.02,53.04,19.34,0,2,0,0,0,0,1
O00666,2024-07-07,2024-07-17,2024-07-17,P004,C055,Retail,S007,W002,100,1.6,0.05,152,1.02,102,50,1,0,0,0,0,0,0
O00667,2025-08-07,2025-08-14,2025-08-14,P025,C002,Retail,S004,W003,103,1.94,0.06,187.83,1.4,144.2,43.63,1,0,0,0,0,0,0
O00668,2024-05-31,2024-06-09,2024-06-09,P032,C041,Retail,S002,W001,18,4.97,0.05,84.99,3.3,59.4,25.59,1,0,0,0,0,0,0
O00669,2024-02-07,2024-02-13,2024-02-13,P014,C025,HoReCa,S003,W002,146,1.95,0.04,273.31,1.12,163.52,109.79,1,0,1,0,26,0,0
O00670,2024-05-07,2024-05-16,2024-05-16,P032,C059,Retail,S002,W002,216,4.97,0.05,1019.84,3.3,712.8,307.04,1,0,0,0,0,0,0
O00671,2024-06-30,2024-07-09,2024-07-09,P036,C077,Retail,S002,W001,85,4.66,0.05,376.3,2.88,244.8,131.5,1,0,0,0,0,0,0
O00672,2024-04-16,2024-04-26,2024-04-26,P006,C003,Retail,S007,W003,17,1.65,0.06,26.37,1.14,19.38,6.99,1,0,0,0,0,0,0
O00673,2024-10-23,2024-11-04,2024-11-04,P027,C028,HoReCa,S008,W005,216,2.7,0.03,565.7,1.63,352.08,213.62,1,0,0,0,0,0,0
O00674,2025-02-09,2025-02-21,2025-02-21,P001,C048,Retail,S008,W001,206,2.04,0.05,399.23,1.07,220.42,178.81,1,0,0,0,0,1,0
O00675,2025-02-28,2025-03-05,2025-03-05,P003,C002,E-commerce,S001,W001,173,1.44,0.03,241.65,0.87,150.51,91.14,1,0,0,0,0,0,0
O00676,2024-07-16,2024-07-18,2024-07-18,P040,C007,Distributor,S006,W005,86,1.32,0.04,108.98,0.86,73.96,35.02,1,0,0,0,0,0,0
O00677,2024-05-09,2024-05-18,2024-05-18,P033,C016,Distributor,S002,W005,25,4.43,0.02,108.53,2.4,60,48.53,1,0,0,0,0,0,0
O00678,2024-03-21,2024-03-23,2024-03-23,P037,C017,Retail,S006,W002,177,2.04,0.04,346.64,1.4,247.8,98.84,1,0,0,0,0,0,0
O00679,2024-09-23,2024-09-28,2024-09-28,P004,C036,HoReCa,S001,W001,94,1.6,0.03,145.89,1.02,95.88,50.01,1,0,0,0,0,0,0
O00680,2024-03-20,2024-03-29,2024-04-02,P032,C047,Retail,S002,W001,40,4.97,0.05,188.86,3.3,132,56.86,0,4,0,0,0,0,0
O00681,2025-04-06,2025-04-11,2025-04-11,P011,C024,Distributor,S001,W005,24,1.67,0.02,39.28,1.08,25.92,13.36,1,0,0,0,0,0,0
O00682,2024-06-11,2024-06-22,2024-06-22,P034,C033,HoReCa,S005,W005,77,4.76,0.04,351.86,3.05,234.85,117.01,1,0,0,0,0,0,0
O00683,2024-12-01,2024-12-13,2024-12-13,P009,C029,E-commerce,S008,W001,209,2.27,0.1,426.99,1.45,303.05,123.94,1,0,0,0,0,0,1
O00684,2025-06-08,2025-06-15,2025-06-15,P026,C025,Retail,S004,W002,169,2.65,0.05,425.46,1.83,309.27,116.19,1,0,0,0,0,0,0
O00685,2025-05-14,2025-05-26,2025-05-26,P028,C058,Distributor,S008,W005,109,2.44,0.04,255.32,1.5,163.5,91.82,1,0,0,0,0,0,0
O00686,2025-06-07,2025-06-12,2025-06-12,P017,C076,HoReCa,S001,W002,52,2.57,0.04,128.29,1.46,75.92,52.37,1,0,0,0,0,0,0
O00687,2025-01-01,2025-01-06,2025-01-06,P016,C010,Retail,S001,W004,67,3.15,0.04,202.61,2.05,137.35,65.26,1,0,0,0,0,0,0
O00688,2024-03-08,2024-03-15,2024-03-15,P025,C037,HoReCa,S004,W003,112,1.94,0.03,210.76,1.4,156.8,53.96,1,0,0,0,0,0,0
O00689,2025-10-23,2025-11-04,2025-11-04,P027,C056,Retail,S008,W002,244,2.7,0.13,573.16,1.63,397.72,175.44,1,0,0,0,0,0,1
O00690,2025-08-13,2025-08-23,2025-08-23,P002,C074,Retail,S007,W005,276,1.5,0.06,389.16,0.81,223.56,165.6,1,0,0,0,0,0,0
O00691,2025-03-01,2025-03-06,2025-03-06,P020,C036,Retail,S001,W002,96,1.85,0.05,168.72,1.08,103.68,65.04,1,0,0,0,0,0,0
O00692,2025-01-17,2025-01-19,2025-01-19,P040,C029,Retail,S006,W001,153,1.32,0.06,189.84,0.86,131.58,58.26,1,0,0,0,0,0,0
O00693,2025-07-04,2025-07-09,2025-07-09,P001,C007,Retail,S001,W005,277,2.04,0.05,536.83,1.07,296.39,240.44,1,0,0,0,0,0,0
O00694,2024-05-31,2024-06-02,2024-06-02,P038,C053,E-commerce,S006,W003,61,1.43,0.02,85.49,0.91,55.51,29.98,1,0,0,0,0,0,0
O00695,2024-08-19,2024-08-24,2024-08-29,P006,C038,Retail,S001,W003,278,1.65,0.06,431.18,1.14,316.92,114.26,0,5,0,5,0,0,0
O00696,2024-04-17,2024-04-29,2024-04-29,P022,C027,E-commerce,S008,W003,25,2.52,0.03,61.11,1.51,37.75,23.36,1,0,0,0,0,0,0
O00697,2025-01-29,2025-02-05,2025-02-05,P029,C080,E-commerce,S004,W003,37,2.79,0.03,100.13,1.46,54.02,46.11,1,0,0,0,0,0,0
O00698,2024-04-22,2024-04-28,2024-04-28,P016,C003,Retail,S003,W002,43,3.15,0.06,127.32,2.05,88.15,39.17,1,0,0,0,0,0,0
O00699,2024-06-03,2024-06-15,2024-06-15,P026,C065,Retail,S008,W005,135,2.65,0.05,339.86,1.83,247.05,92.81,1,0,0,0,0,0,0
O00700,2024-04-21,2024-04-26,2024-04-26,P004,C032,Retail,S001,W001,39,1.6,0.06,58.66,1.02,39.78,18.88,1,0,0,0,0,0,0
O00701,2025-02-18,2025-02-25,2025-02-25,P026,C051,E-commerce,S004,W005,78,2.65,0.02,202.57,1.83,142.74,59.83,1,0,0,0,0,0,0
O00702,2025-05-30,2025-06-01,2025-06-01,P040,C040,Retail,S006,W003,51,1.32,0.04,64.63,0.86,43.86,20.77,1,0,0,0,5,0,0
O00703,2024-06-30,2024-07-06,2024-07-06,P017,C010,HoReCa,S003,W004,120,2.57,0.02,302.23,1.46,175.2,127.03,1,0,0,4,0,0,0
O00704,2025-05-30,2025-06-04,2025-06-04,P011,C019,Retail,S001,W001,126,1.67,0.05,199.9,1.08,136.08,63.82,1,0,0,0,0,0,0
O00705,2025-04-14,2025-04-26,2025-04-26,P001,C046,Retail,S008,W002,15,2.04,0.06,28.76,1.07,16.05,12.71,1,0,0,0,0,0,0
O00706,2025-02-24,2025-03-01,2025-03-01,P015,C019,Retail,S001,W002,130,2.03,0.06,248.07,1.2,156,92.07,1,0,0,0,0,0,0
O00707,2025-10-16,2025-10-28,2025-10-28,P007,C036,HoReCa,S008,W003,270,2.1,0.02,555.66,1.23,332.1,223.56,1,0,0,0,0,0,0
O00708,2024-10-09,2024-10-14,2024-10-14,P020,C025,Distributor,S001,W001,58,1.85,0.03,104.08,1.08,62.64,41.44,1,0,0,0,0,1,0
O00709,2025-12-02,2025-12-07,2025-12-07,P010,C060,HoReCa,S001,W003,152,1.85,0.11,250.27,1.01,153.52,96.75,1,0,0,1,0,0,1
O00710,2024-02-24,2024-03-06,2024-03-06,P032,C056,Retail,S005,W002,341,4.97,0.05,1610.03,3.3,1125.3,484.73,1,0,0,0,0,0,0
O00711,2025-12-31,2026-01-06,2026-01-06,P018,C019,HoReCa,S003,W003,176,3.22,0.11,504.38,2.09,367.84,136.54,1,0,0,0,0,0,1
O00712,2024-09-24,2024-09-30,2024-09-30,P020,C077,HoReCa,S003,W002,54,1.85,0.03,96.9,1.08,58.32,38.58,1,0,0,0,0,0,0
O00713,2024-07-23,2024-07-28,2024-07-28,P020,C040,HoReCa,S001,W001,54,1.85,0.03,96.9,1.08,58.32,38.58,1,0,0,0,0,0,0
O00714,2025-01-01,2025-01-13,2025-01-13,P030,C046,HoReCa,S008,W002,22,2.82,0.02,60.8,1.89,41.58,19.22,1,0,1,0,0,0,0
O00715,2024-11-05,2024-11-10,2024-11-10,P016,C075,Retail,S001,W003,74,3.15,0.05,221.44,2.05,151.7,69.74,1,0,0,0,0,0,0
O00716,2024-02-25,2024-03-08,2024-03-08,P006,C008,Retail,S008,W005,121,1.65,0.05,189.67,1.14,137.94,51.73,1,0,0,0,0,0,0
O00717,2025-06-07,2025-06-19,2025-06-19,P004,C067,E-commerce,S008,W001,178,1.6,0.03,276.26,1.02,181.56,94.7,1,0,0,0,0,0,0
O00718,2024-07-24,2024-07-29,2024-07-29,P008,C020,HoReCa,S001,W003,304,2.17,0.1,593.71,1.17,355.68,238.03,1,0,0,0,0,0,1
O00719,2025-02-18,2025-02-27,2025-02-27,P031,C031,Distributor,S002,W003,160,3.43,0.03,532.34,2.08,332.8,199.54,1,0,0,0,0,0,0
O00720,2025-06-07,2025-06-16,2025-06-16,P035,C026,Retail,S002,W005,45,3.56,0.06,150.59,2.53,113.85,36.74,1,0,0,0,0,0,0
O00721,2025-03-02,2025-03-14,2025-03-14,P028,C019,HoReCa,S008,W001,132,2.44,0.04,309.2,1.5,198,111.2,1,0,0,0,0,0,0
O00722,2024-05-22,2024-05-29,2024-05-29,P030,C059,Distributor,S004,W002,169,2.82,0.04,457.52,1.89,319.41,138.11,1,0,0,0,0,0,0
O00723,2024-06-04,2024-06-16,2024-06-18,P023,C073,E-commerce,S008,W004,35,2,0.03,67.9,1.14,39.9,28,0,2,0,0,0,0,0
O00724,2025-12-26,2026-01-06,2026-01-06,P033,C068,E-commerce,S005,W004,132,4.43,0.04,561.37,2.4,316.8,244.57,1,0,0,0,0,0,0
O00725,2024-06-11,2024-06-17,2024-06-17,P015,C013,HoReCa,S003,W003,149,2.03,0.04,290.37,1.2,178.8,111.57,1,0,0,0,0,0,0
O00726,2025-03-06,2025-03-11,2025-03-11,P005,C008,Retail,S001,W005,97,2.05,0.05,188.91,1.29,125.13,63.78,1,0,0,0,0,0,0
O00727,2025-12-16,2025-12-23,2025-12-23,P029,C049,Retail,S004,W001,78,2.79,0.14,187.15,1.46,113.88,73.27,1,0,0,0,0,0,1
O00728,2025-10-06,2025-10-11,2025-10-11,P007,C027,Distributor,S001,W001,34,2.1,0.03,69.26,1.23,41.82,27.44,1,0,0,0,0,0,0
O00729,2025-10-19,2025-10-30,2025-10-30,P034,C064,HoReCa,S005,W001,42,4.76,0.04,191.92,3.05,128.1,63.82,1,0,0,0,0,0,0
O00730,2025-08-05,2025-08-10,2025-08-10,P006,C067,Retail,S001,W002,257,1.65,0.14,364.68,1.14,292.98,71.7,1,0,1,0,0,0,1
O00731,2025-02-03,2025-02-15,2025-02-15,P023,C009,Retail,S008,W004,48,2,0.06,90.24,1.14,54.72,35.52,1,0,0,0,0,0,0
O00732,2024-09-26,2024-09-28,2024-09-28,P042,C044,Retail,S006,W002,92,1.93,0.04,170.46,1.27,116.84,53.62,1,0,0,0,0,0,0
O00733,2024-03-04,2024-03-10,2024-03-10,P016,C064,Retail,S003,W001,87,3.15,0.04,263.09,2.05,178.35,84.74,1,0,0,0,0,0,0
O00734,2025-05-23,2025-06-01,2025-06-01,P033,C029,HoReCa,S002,W003,201,4.43,0.02,872.62,2.4,482.4,390.22,1,0,0,0,0,0,0
O00735,2025-11-29,2025-12-04,2025-12-04,P002,C071,Retail,S001,W002,119,1.5,0.06,167.79,0.81,96.39,71.4,1,0,0,0,0,0,0
O00736,2024-07-17,2024-07-24,2024-07-24,P022,C056,Retail,S004,W001,196,2.52,0.06,464.28,1.51,295.96,168.32,1,0,0,0,0,0,0
O00737,2024-09-12,2024-09-17,2024-09-17,P004,C010,HoReCa,S001,W004,60,1.6,0.02,94.08,1.02,61.2,32.88,1,0,0,0,0,0,0
O00738,2024-03-19,2024-03-24,2024-03-24,P017,C070,E-commerce,S001,W005,183,2.57,0.02,460.9,1.46,267.18,193.72,1,0,0,0,0,0,0
O00739,2024-09-07,2024-09-18,2024-09-21,P034,C035,Retail,S005,W002,95,4.76,0.05,429.59,3.05,289.75,139.84,0,3,0,0,0,0,0
O00740,2024-05-05,2024-05-12,2024-05-12,P024,C019,E-commerce,S004,W001,91,2.64,0.03,233.03,1.6,145.6,87.43,1,0,0,0,0,0,0
O00741,2024-11-03,2024-11-15,2024-11-15,P006,C008,Retail,S008,W005,190,1.65,0.04,300.96,1.14,216.6,84.36,1,0,0,4,0,0,0
O00742,2024-01-27,2024-01-29,2024-01-29,P039,C044,E-commerce,S006,W002,145,1.67,0.04,232.46,0.89,129.05,103.41,1,0,0,0,0,0,0
